SK_ID_CURR,TARGET
100001,0.16909998974488907
100005,0.42035485532475503
100013,0.09945409673855589
100028,0.16407328606787464
100038,0.4719707130965423
100042,0.13602669611139015
100057,0.0934419283588849
100065,0.18931516307474808
100066,0.0563878540283283
100067,0.2768209088529781
100074,0.2737666590510467
100090,0.22280258220145113
100091,0.5007089723620165
100092,0.30630826187813814
100106,0.2901913376825541
100107,0.4382846492022252
100109,0.2882632570509192
100117,0.1585399985504819
100128,0.27008844346552413
100141,0.10998172439259328
100150,0.09086759872192017
100168,0.041708441331813575
100169,0.1706035294212121
100170,0.3132988573923662
100171,0.25863453151943777
100172,0.35223437035455996
100184,0.2626609747169126
100187,0.24764029626790057
100212,0.24420747445974364
100222,0.22796306457666554
100223,0.08830266808500799
100232,0.10366396614242908
100241,0.5789310588929313
100245,0.11599144374836834
100253,0.10365142199303672
100256,0.30561122723565753
100271,0.047100895167317434
100278,0.6481533224212764
100280,0.04242569744823802
100306,0.5233383630001573
100311,0.43731798780184744
100312,0.1301965357721912
100330,0.4343760661729972
100331,0.19479365482111294
100352,0.3604315696718364
100358,0.2753282354679758
100367,0.1168099383793578
100382,0.5150246951230397
100384,0.24853814865858107
100385,0.35155133842525893
100386,0.22263294785060322
100399,0.1388585842337407
100404,0.313500387887799
100416,0.09010258815867547
100422,0.3640588351860032
100426,0.15678906799695186
100438,0.1668498483499487
100444,0.4088748806655609
100445,0.530207519831878
100446,0.3026781184614385
100447,0.08138922243729754
100450,0.18147327932430304
100466,0.08410253169110429
100483,0.14593221013888139
100484,0.10346525098982953
100494,0.27454764933620235
100510,0.5300629378764216
100512,0.06480411207055192
100517,0.17254376874056548
100548,0.14781213889389963
100551,0.1698600003785863
100552,0.27262704652307684
100553,0.08671066390908536
100561,0.29260669808252804
100568,0.8023286399529613
100569,0.14831434317985775
100591,0.22045478196830465
100592,0.1170985337783581
100602,0.31177039432522424
100607,0.27057781046668333
100613,0.2862696895522995
100617,0.46570968230901394
100618,0.3010546299061868
100622,0.1982701488671001
100625,0.4040855280880106
100677,0.4846533580270712
100699,0.16054516515321082
100702,0.7647361349986133
100711,0.2659613451555809
100729,0.4023960367264053
100740,0.6392020352065674
100744,0.5619186299207446
100745,0.1973509153964365
100747,0.3463637487868171
100751,0.6786068005385449
100752,0.18507033270204123
100753,0.6024097618917924
100754,0.5446222018555247
100760,0.18847403168984272
100762,0.32917553355305385
100763,0.23272055741745906
100765,0.08569142206456266
100770,0.23946133989281676
100772,0.10762501308650174
100777,0.17449627547728916
100791,0.10204913457760378
100792,0.05508775929910141
100797,0.10565201801992555
100823,0.13488917384940585
100826,0.15604051441890135
100830,0.15908908540683478
100836,0.686006425731893
100872,0.2307632513403323
100910,0.18557273907728886
100913,0.32191283499743084
100918,0.17597749804062018
100931,0.05591515290322628
100952,0.22967935010702661
100953,0.21841940613045194
100965,0.5446878364922438
100970,0.15218013213983045
100982,0.45320530181513946
