SK_ID_CURR,TARGET
100001,0.037120068949407566
100005,0.13314821578886607
100013,0.0263584514050249
100028,0.028940824706997825
100038,0.15679238528909653
100042,0.034046353872219035
100057,0.019020487949246493
100065,0.054272836208476595
100066,0.010352406942073667
100067,0.06291703023861275
100074,0.09128501466945248
100090,0.05640090205347128
100091,0.21044898391580302
100092,0.0761687502035973
100106,0.062739866555182
100107,0.16409625883657203
100109,0.07683791765030946
100117,0.04251699202201224
100128,0.06605208868165427
100141,0.030491952216811825
100150,0.014405635312998663
100168,0.013314275105269507
100169,0.04316763146417266
100170,0.07402940394807819
100171,0.06363415917923256
100172,0.0939655829010437
100184,0.06828189464050123
100187,0.07545340316315859
100212,0.07541842243244232
100222,0.0556767178110701
100223,0.020794286315032974
100232,0.018684489308760495
100241,0.22287779004087688
100245,0.027182422230426023
100253,0.01995073319964915
100256,0.07739503526093842
100271,0.011401220603987672
100278,0.2402195822512779
100280,0.010410808240143468
100306,0.1768727452371815
100311,0.15266212911969765
100312,0.02683650969505344
100330,0.1724918248789457
100331,0.05123823539366944
100352,0.11896282172597654
100358,0.0637082889098918
100367,0.02624715312922532
100382,0.1664508841062832
100384,0.05193320231157276
100385,0.0895774671503824
100386,0.04937452280523669
100399,0.03321457564313567
100404,0.09799166525062901
100416,0.01798472519573602
100422,0.11038939559712706
100426,0.022183335538421604
100438,0.046944219348146896
100444,0.128943605949092
100445,0.2387446408529291
100446,0.06023072414090427
100447,0.022412461404824547
100450,0.05045271764755442
100466,0.01837369993490947
100483,0.029153520299514357
100484,0.020889410755452913
100494,0.07532232519914715
100510,0.21864330413141836
100512,0.0132525037880219
100517,0.04579169906557308
100548,0.030724413892727055
100551,0.03626683536318159
100552,0.06284806439357862
100553,0.02465546036200001
100561,0.08314642138416342
100568,0.5738907439159086
100569,0.03676707142519823
100591,0.046752889548245594
100592,0.023056494063869826
100602,0.08085657812013732
100607,0.06910730072420683
100613,0.08770674469172503
100617,0.15565118663838512
100618,0.07595898158276841
100622,0.05740260748789479
100625,0.13687338639389815
100677,0.18754900421678364
100699,0.047879865160672753
100702,0.38134944174972324
100711,0.0757827599511238
100729,0.1292772328750842
100740,0.2978621868691735
100744,0.2106239478295177
100745,0.04520696203554451
100747,0.10502714525357974
100751,0.31762755598172976
100752,0.049302546702298396
100753,0.23542129574628684
100754,0.24065991581254936
100760,0.054699585149640885
100762,0.08231826680893754
100763,0.05511261757033799
100765,0.01866255278105431
100770,0.06099263785181632
100772,0.022256461597431436
100777,0.03269646885205246
100791,0.021828545212933575
100792,0.010520409511072613
100797,0.029058299294724678
100823,0.03852103831008149
100826,0.02885605760048216
100830,0.03735457168810728
100836,0.3781240825888917
100872,0.09895419364122529
100910,0.049413697990531066
100913,0.11963250223399165
100918,0.03305496564192152
100931,0.014433919396842507
100952,0.050509572795112
100953,0.07182529519432476
100965,0.22518195547385872
100970,0.033426954286430235
100982,0.1533158711915264
100983,0.3023545580011553
100984,0.0457052700585726
100987,0.05073113591112123
100997,0.06234116072589254
100998,0.16913566080307843
101002,0.07080207523393425
101005,0.16181531737047442
101008,0.3203740083512306
101020,0.07149263937137693
101021,0.041593246297929626
101024,0.04800871961791981
101025,0.1484854952617401
101026,0.05639636089995944
101031,0.02435012283949741
101041,0.0231594918636201
101051,0.01207490693524867
101055,0.08043907755126832
101056,0.25253499798010925
101057,0.04836966447868612
101064,0.022774862273444423
101079,0.08157030810879215
101087,0.027593432552572662
101090,0.03009852617000955
101092,0.100775666429923
101097,0.10898712910230175
101099,0.016421655164319024
101107,0.09937736625244464
101118,0.0918629034872271
101125,0.06276823193053295
101126,0.018780031242418803
101128,0.019899585770106126
101136,0.07008803090185264
101140,0.1835558977663106
101149,0.17858483404628062
101160,0.0776656513976387
101169,0.22584744222411937
101181,0.030259258367853776
101186,0.016817621585087726
101190,0.09027788671101486
101193,0.08433480677899449
101194,0.1720425851497689
101198,0.18429650908648978
101200,0.020713478775379067
101204,0.027504460553973754
101211,0.05379723019184994
101213,0.09698411559553818
101223,0.0439017393700049
101225,0.10143805415528795
101237,0.09722828944652813
101243,0.08648647920227957
101244,0.13227748265076666
101258,0.03104417010666257
101259,0.24046551441908476
101268,0.1261795148907437
101269,0.016971891039802164
101271,0.13987093739202633
101279,0.050027476932045865
101281,0.07507482730050134
101287,0.03248621152832016
101292,0.0464645467177589
101294,0.028607198578708175
101296,0.07707028653395762
101297,0.029980711268461486
101299,0.020878184351194085
101301,0.050000440072402744
101305,0.0999218559013627
101308,0.13971746182527672
101318,0.018727772966005838
101327,0.2407752359639126
101329,0.022587961005592495
101332,0.03503563593493502
101337,0.07245779701071851
101343,0.019880992872725652
101345,0.016594454890337482
101346,0.021439771334917757
101353,0.01758380077392403
101354,0.10909664946291617
101355,0.1866565914977248
101356,0.019939373248777086
101362,0.06258580370963698
101363,0.3669255777763595
101365,0.024690000854707628
101366,0.11042713729634404
101367,0.13692752510754685
101368,0.01722348262870751
101374,0.11693122250647428
101380,0.0183528929414538
101383,0.03329051243695784
101398,0.030212239286716614
101399,0.319803087893649
101401,0.2577566076601677
101412,0.07228987369313973
101426,0.06249913384974483
101427,0.348090434877599
101428,0.21511881203893296
101429,0.21784485308839346
101434,0.05490303999391244
101440,0.08259370289655832
101448,0.08486323665566889
101449,0.05140293464821666
101465,0.03774218992622068
101467,0.02785047767381745
101472,0.08787786307695777
101478,0.12185542967577459
101497,0.04846835225105163
101504,0.09656922536058257
101547,0.02370900031799017
101548,0.0999168452992722
101555,0.10917444590150885
101570,0.02339968356542462
101572,0.05075397552767401
101578,0.04569347211692507
101580,0.20839455061023582
101588,0.1602135763076277
101602,0.037554139747112324
101610,0.1678832648715029
101614,0.04905347225192387
101616,0.0237920115653655
101643,0.10348423701899241
101644,0.03325552321674276
101649,0.056783830670009736
101650,0.08183976975190153
101665,0.017470137622987224
101667,0.09806382086051803
101669,0.04721728138124189
101674,0.06677468618502239
101675,0.032849337072075144
101678,0.11045343987569653
101682,0.053425048570173474
101686,0.05091262704134698
101697,0.17279044850976918
101700,0.41236313149941395
101711,0.02318457544540859
101714,0.057772236572184874
101715,0.3321667458328399
101728,0.048181877154291584
101732,0.05414744477728317
101757,0.15002399963513546
101758,0.03289891922743464
101759,0.11444228626773209
101762,0.01490315052929186
101764,0.04814393051687799
101780,0.39763534804337486
101784,0.013635790859224135
101789,0.018774079079568188
101816,0.08102126884531186
101819,0.026556795734357947
101827,0.01569435884217408
101863,0.09971375565475361
101867,0.043041260377367684
101870,0.024296277515254195
101873,0.24336796636854188
101878,0.08757911890339239
101879,0.03314885191862123
101880,0.018877608065289726
101887,0.03926114910611371
101897,0.023920676260841666
101901,0.10128409159660885
101903,0.2581265675280108
101920,0.010372739943300428
101921,0.043717943708937446
101922,0.06180254474450224
101961,0.10370057205385522
101962,0.02421830578200769
101971,0.05805579969099931
101976,0.3464561482109653
102002,0.11413132246474562
102005,0.041350173705964346
102007,0.31393171208819737
102017,0.023438554133524754
102019,0.24637698688276505
102029,0.01629244929631316
102051,0.14503183359249722
102052,0.009613961645854586
102054,0.02862853453516201
102062,0.07743165489296652
102067,0.22435594313289534
102068,0.06370863857817585
102070,0.042790838223910124
102090,0.08612643821417762
102092,0.046125394269531425
102099,0.08419890676818051
102100,0.030739648635540785
102112,0.08532138470524986
102113,0.031098207824760915
102122,0.16217515518409834
102123,0.04335383942749722
102125,0.06244078569607388
102126,0.22423273623299284
102146,0.03574691192017644
102147,0.09597794004740162
102151,0.03500163300168753
102158,0.11568430320453107
102159,0.032407133543471675
102162,0.059876382990627454
102165,0.04039830956686913
102166,0.030757956005346386
